"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,754,585,34.40%,42.10%,4.30%,6.30%,2.00%,8.10%,2.80%
"경기,인천",923,974,42.90%,38.90%,2.20%,5.80%,2.60%,6.20%,1.40%
"대전,세종,충남북",280,326,38.80%,42.10%,2.70%,4.60%,2.40%,7.10%,2.40%
강원,106,92,35.80%,31.80%,1.90%,8.20%,9.90%,10.50%,1.90%
"부산,울산,경남",398,467,34.30%,50.00%,2.10%,4.80%,2.70%,5.50%,0.60%
"대구,경북",292,304,25.80%,53.30%,5.00%,5.60%,1.80%,4.90%,3.50%
"광주,전남북",301,302,64.10%,14.60%,2.80%,5.10%,1.80%,9.20%,2.50%
제주,36,40,42.30%,40.70%,0.00%,8.90%,2.40%,3.70%,1.90%
