"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
중구,242,236,25.60%,59.10%,2.60%,7.80%,1.20%,2.00%,1.70%
남구,460,466,19.0%,67.5%,1.8%,7.4%,0.9%,1.9%,1.6%
