"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,188,189,34.4%,34.6%,2.1%,12.5%,2.9%,4.5%,9.1%
"경기,인천",316,317,31.8%,32.4%,3.2%,12.0%,0.9%,5.6%,14.1%
"대전,세종,충남북",106,107,27.4%,40.5%,1.2%,12.1%,1.6%,4.5%,12.7%
"광주,전남북",102,99,53.1%,16.0%,7.4%,5.8%,0.0%,4.8%,12.8%
"대구,경북",95,99,17.1%,42.6%,2.8%,19.0%,2.3%,3.7%,12.5%
"부산,울산,경남",154,152,23.2%,41.1%,2.2%,12.0%,2.0%,7.4%,12.0%
"강원,제주",45,43,27.0%,47.3%,0.0%,9.6%,3.5%,0.0%,12.6%
,,,,,,,,,
