"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,405,405,37.3%,24.9%,5.4%,17.8%,2.2%,4.2%,8.1%
"경기,인천",700,700,42.5%,20.5%,4.6%,20.0%,1.4%,4.7%,6.3%
"대전,세종,충남북",218,218,36.2%,23.4%,5.0%,18.8%,1.4%,7.3%,7.8%
"광주,전남북",192,192,53.6%,9.9%,6.8%,14.1%,4.2%,3.1%,8.3%
"대구,경북",195,194,24.0%,31.8%,8.7%,21.0%,2.6%,7.2%,4.6%
"부산,울산,경남",306,307,33.3%,25.1%,3.6%,24.2%,1.3%,7.5%,4.9%
"강원,제주",84,84,39.3%,26.2%,6.0%,15.5%,1.2%,3.6%,8.3%
