"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,584,568,39.8%,45.4%,3.7%,6.1%,1.5%,0.9%,1.9%,0.8%
"경기,인천",926,946,45.0%,43.8%,1.6%,5.4%,0.4%,1.8%,1.3%,0.7%
"대전,세종,충남북",299,319,37.7%,48.3%,2.0%,6.9%,1.0%,1.7%,1.7%,0.7%
"광주,전남북",305,295,62.8%,27.5%,0.9%,4.6%,1.2%,1.2%,1.0%,0.7%
"대구,경북",301,292,30.1%,59.0%,2.3%,5.8%,0.0%,1.8%,0.3%,0.7%
"부산,울산,경남",452,455,38.2%,49.0%,2.3%,4.4%,1.1%,1.9%,1.9%,1.4%
"강원,제주",137,129,40.5%,48.4%,0.9%,4.5%,0.0%,2.8%,0.6%,2.2%
,,,,,,,,,,
