"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,189,187,28.0%,46.0%,1.1%,13.3%,0.5%,9.5%,1.6%
"경기,인천",321,316,38.6%,38.4%,2.8%,10.6%,0.3%,6.2%,3.1%
"대전,세종,충남북",103,108,24.4%,44.3%,3.2%,12.3%,0.0%,11.7%,4.0%
"광주,전남북",99,99,63.6%,11.1%,2.0%,7.1%,1.0%,12.1%,3.0%
"대구,경북",98,97,18.4%,56.8%,5.2%,7.9%,1.0%,6.7%,4.0%
"부산,울산,경남",151,152,22.6%,47.7%,5.6%,9.7%,0.0%,12.5%,1.9%
"강원,제주",41,43,32.6%,41.9%,2.3%,9.3%,2.3%,9.3%,2.3%
