"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
"고흥군,광양시,구례군,보성군,순천시,여수시",361,363,64.4%,8.6%,5.7%,11.1%,1.1%,6.1%,3.0%
"목포시,무안군,신안군,영암군,완도군,진도군,해남군",240,239,68.8%,5.4%,3.0%,10.4%,0.8%,7.1%,4.6%
"강진군,곡성군,나주시,담양군,영광군,장성군,장흥군,함평군,화순군",201,200,67.6%,7.0%,1.9%,10.0%,2.0%,7.5%,4.0%
,,,,,,,,,
,,,,,,,,,
