"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,189,189,27.8%,42.9%,4.7%,9.5%,0.6%,7.5%,7.0%
"경기,인천",315,316,33.3%,37.9%,4.4%,10.2%,1.3%,6.4%,6.6%
"대전,세종,충남북",108,106,30.2%,44.5%,3.4%,3.6%,0.0%,7.5%,10.8%
"부산,울산,경남",150,150,25.0%,47.2%,3.2%,8.0%,0.6%,11.4%,4.6%
"대구,경북",94,98,21.3%,46.0%,5.7%,10.5%,1.1%,6.5%,8.8%
"광주,전남북",104,98,58.8%,13.4%,4.7%,5.8%,2.0%,5.8%,9.4%
"강원,제주",41,44,19.7%,56.7%,5.1%,0.0%,0.0%,8.0%,10.6%
