"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,209,189,34.1%,44.5%,1.5%,10.9%,1.0%,3.3%,4.7%
"경기,인천",322,315,33.4%,42.2%,3.9%,13.3%,0.3%,1.3%,4.3%
"대전,세종,충남북",102,106,35.9%,38.5%,2.6%,11.6%,0.8%,3.8%,6.7%
"광주,전남북",94,98,59.4%,15.2%,1.4%,10.6%,1.7%,3.9%,5.7%
"대구,경북",92,98,18.2%,58.0%,1.3%,14.5%,0.8%,2.0%,5.1%
"부산,울산,경남",136,150,26.3%,56.8%,2.5%,10.2%,0.0%,1.2%,1.8%
"강원,제주",45,44,34.1%,53.5%,0.0%,3.8%,0.0%,1.8%,6.8%
,,,,,,,,,
,,,,,,,,,
