"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,253,195,32.20%,43.90%,3.50%,4.20%,1.50%,2.70%,7.30%,4.70%
"경기,인천",307,325,36.40%,40.20%,3.40%,3.20%,1.20%,2.40%,11.00%,2.10%
"대전,세종,충남북",94,109,40.70%,33.20%,5.50%,7.60%,2.00%,1.40%,7.50%,2.20%
강원,33,31,23.80%,55.90%,9.30%,0.00%,2.70%,0.00%,8.40%,0.00%
"부산,울산,경남",136,154,37.80%,41.10%,1.00%,5.70%,1.40%,3.40%,7.40%,2.20%
"대구,경북",102,101,24.50%,55.40%,3.50%,4.70%,1.70%,3.10%,3.40%,3.70%
"광주,전남북",90,100,60.30%,19.00%,4.10%,1.40%,2.10%,3.70%,5.70%,3.70%
제주,12,12,34.30%,29.70%,11.00%,10.20%,7.80%,0.00%,6.90%,0.00%
