"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,188,189,35.1%,38.8%,4.0%,9.1%,0.5%,5.9%,6.5%
"경기,인천",316,318,32.7%,39.0%,2.6%,10.0%,2.5%,4.6%,8.6%
"대전,세종,충남북",113,107,30.2%,45.7%,5.1%,7.6%,2.3%,4.2%,4.9%
"광주,전남북",98,99,57.4%,18.6%,4.9%,6.0%,2.0%,6.7%,4.4%
"대구,경북",98,99,8.6%,63.2%,8.6%,8.4%,1.4%,4.6%,5.2%
"부산,울산,경남",151,153,24.6%,44.0%,1.7%,8.8%,2.8%,7.5%,10.6%
"강원,제주",44,43,22.6%,49.1%,6.2%,11.8%,2.3%,2.3%,5.6%
