"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,199,189,37.10%,42.60%,3.80%,8.80%,0.00%,1.10%,6.50%
"경기,인천",284,317,34.70%,44.40%,2.60%,11.40%,0.30%,2.70%,3.90%
"대전,세종,충남북",103,108,31.20%,38.00%,2.50%,14.60%,3.10%,0.00%,10.80%
"광주,전남북",123,98,69.50%,11.90%,1.50%,9.70%,0.70%,1.40%,5.30%
"대구,경북",100,98,24.10%,60.60%,0.00%,11.20%,0.00%,1.20%,3.00%
"부산,울산,경남",156,152,30.00%,53.10%,4.10%,5.60%,0.50%,5.00%,1.60%
"강원,제주",41,44,32.80%,50.00%,1.80%,5.20%,0.00%,0.00%,10.20%
