"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,206,189,26.40%,43.60%,4.50%,9.70%,0.60%,2.30%,9.80%,3.30%
"경기,인천",316,315,34.00%,35.70%,3.40%,11.80%,1.00%,1.30%,9.00%,3.80%
"대전,세종,충남북",103,107,38.20%,28.30%,2.00%,12.90%,0.90%,1.90%,8.80%,7.00%
"광주,전남북",100,98,70.10%,8.10%,3.00%,4.10%,0.00%,0.00%,9.70%,5.00%
"대구,경북",93,98,17.10%,50.10%,4.20%,16.70%,1.00%,1.10%,5.80%,3.90%
"부산,울산,경남",142,150,24.40%,39.90%,2.00%,13.70%,0.00%,1.40%,11.00%,7.60%
"강원,제주",41,44,34.50%,39.30%,2.00%,22.00%,2.30%,0.00%,0.00%,0.00%
