"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,188,190,28.1%,37.4%,3.6%,11.4%,1.0%,17.1%,1.4%
"경기,인천",311,315,34.8%,28.5%,2.9%,13.5%,0.7%,16.0%,3.6%
"대전,세종,충남북",111,108,32.3%,30.5%,2.5%,16.0%,3.0%,12.9%,2.8%
"광주,전남북",98,98,64.5%,9.7%,0.0%,6.9%,2.0%,9.5%,7.4%
"대구,경북",97,98,21.8%,43.6%,1.8%,14.0%,0.0%,17.7%,1.0%
"부산,울산,경남",158,152,25.2%,43.4%,4.0%,10.2%,1.7%,13.0%,2.5%
"강원,제주",42,44,35.6%,43.7%,2.3%,3.0%,0.0%,13.4%,2.0%
