"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
제주시,739,731,36.20%,29.10%,3.30%,9.90%,1.40%,15.00%,5.10%,
서귀포시,270,278,35.30%,29.00%,4.30%,10.70%,1.00%,16.70%,2.80%,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
