"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,501,380,36.6%,38.6%,6.9%,5.7%,3.7%,7.3%,1.3%,
"경기,인천",602,630,42.8%,36.3%,4.7%,7.4%,2.8%,5.4%,0.5%,
"대전,세종,충남북",181,212,38.8%,41.3%,3.6%,5.1%,3.4%,6.3%,1.5%,
"광주,전남북",200,196,66.0%,23.5%,2.6%,3.6%,2.0%,1.7%,0.5%,
"대구,경북",180,196,30.1%,45.0%,3.6%,6.2%,6.4%,7.3%,1.5%,
"부산,울산,경남",253,303,32.3%,48.1%,3.5%,3.9%,3.7%,7.0%,1.6%,
"강원,제주",85,85,40.6%,38.0%,2.8%,3.3%,7.0%,4.3%,4.0%,
