"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
"양구군,인제군,철원군,춘천시,홍천군,화천군",246,246,30.20%,39%,3.80%,2.70%,2.70%,18.90%,2.70%
"영월군,원주시,정선군,태백시,평창군,횡성군",287,288,32.80%,37.60%,4.30%,2.70%,3.50%,15.10%,3.90%
"강릉시,고성군,동해시,삼척시,속초시,양양군",267,266,32.60%,37.70%,4%,1.90%,3.50%,16.50%,3.90%
