"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,201,189,37.90%,39.10%,3.50%,9.40%,0.00%,0.00%,9.10%,1.00%
"경기,인천",315,316,38.90%,36.70%,5.50%,8.40%,0.30%,2.70%,6.50%,0.90%
"대전,세종,충남북",105,108,41.40%,32.90%,5.50%,10.30%,0.90%,0.90%,7.20%,0.90%
"광주,전남북",101,100,64.10%,7.90%,7.60%,4.70%,5.40%,5.00%,3.00%,2.20%
"대구,경북",91,96,15.70%,58.70%,4.70%,6.70%,1.70%,3.80%,7.90%,0.80%
"부산,울산,경남",150,152,30.20%,45.90%,4.50%,10.30%,0.80%,1.50%,6.80%,0.00%
"강원,제주",41,43,34.10%,40.50%,4.70%,4.70%,0.00%,7.00%,9.10%,0.00%
