"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,194,189,31.10%,37.00%,1.10%,12.40%,1.10%,14.80%,2.60%
"경기,인천",323,315,33.90%,34.90%,2.70%,10.00%,1.20%,13.90%,3.50%
"대전,세종,충남북",109,108,33.20%,32.90%,3.00%,8.60%,2.40%,14.20%,5.80%
"광주,전남북",99,98,54.80%,9.50%,6.30%,9.90%,1.20%,14.90%,3.50%
"대구,경북",93,98,9.20%,51.30%,1.40%,16.60%,2.70%,17.80%,1.00%
"부산,울산,경남",144,152,20.40%,41.30%,1.40%,7.90%,1.50%,21.50%,6.00%
"강원,제주",42,44,27.50%,30.80%,10.50%,9.70%,0.00%,19.50%,2.00%
