"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,198,189,40.2%,23.3%,4.5%,10.6%,2.6%,14.6%,4.2%
"경기,인천",322,317,42.2%,27.7%,4.1%,9.3%,1.2%,12.5%,2.9%
"대전,세종,충남북",96,108,30.2%,30.4%,1.9%,9.6%,3.9%,17.1%,7.0%
"광주,전남북",95,100,60.6%,8.8%,2.0%,7.2%,0.0%,16.6%,4.7%
"대구,경북",98,97,17.1%,47.3%,5.5%,9.1%,2.2%,15.5%,3.4%
"부산,울산,경남",155,154,36.3%,33.2%,5.7%,4.6%,1.9%,16.0%,2.3%
"강원,제주",43,42,28.0%,36.3%,2.4%,4.8%,0.0%,21.4%,7.1%
