"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,193,192,30.90%,39.00%,4.30%,6.30%,1.00%,7.40%,11.20%
"경기,인천",322,319,33.20%,33.90%,3.40%,7.10%,1.90%,10.90%,9.60%
"대전,세종,충남북",112,109,36.70%,34.70%,2.60%,7.50%,1.80%,9.70%,7.00%
"부산,울산,경남",146,152,36.20%,36.20%,0.70%,8.40%,1.30%,6.90%,10.30%
"대구,경북",101,99,17.70%,53.10%,4.20%,8.20%,1.90%,10.00%,4.90%
"광주,전남북",101,99,61.50%,11.10%,3.00%,8.30%,1.00%,7.00%,8.10%
"강원,제주",40,45,36.80%,45.40%,0.00%,2.20%,0.00%,7.40%,8.20%
,,,,,,,,,
