"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,189,189,37.5%,34.4%,0.5%,9.5%,2.1%,8.0%,7.9%
"경기,인천",321,315,34.6%,30.2%,3.0%,12.2%,2.5%,10.0%,7.4%
"대전,세종,충남북",110,107,28.0%,35.7%,1.8%,8.3%,0.8%,9.0%,16.5%
"부산,울산,경남",147,151,27.2%,34.8%,1.8%,13.2%,4.6%,8.8%,9.5%
"대구,경북",93,98,13.5%,51.1%,3.1%,8.5%,2.1%,11.4%,10.3%
"광주,전남북",99,98,59.6%,8.7%,4.1%,10.6%,2.0%,9.0%,5.9%
"강원,제주",43,44,40.9%,37.5%,0.0%,7.0%,4.1%,2.3%,8.2%
