"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
중구,186,169,16.40%,68.80%,3.90%,6.10%,1.60%,1.80%,1.40%
남구,316,333,19.60%,67.10%,4.60%,5.00%,1.20%,2.20%,0.30%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
