"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,199,192,32.1%,30.7%,3.2%,13.8%,3.3%,7.8%,9.1%
"경기,인천",300,318,37.4%,27.0%,6.0%,9.8%,4.8%,7.2%,7.8%
"대전,세종,충남북",106,109,33.4%,35.2%,4.8%,9.8%,10.1%,5.9%,0.8%
"광주,전남북",109,99,66.6%,5.6%,4.0%,11.1%,4.3%,5.6%,2.8%
"대구,경북",103,99,17.1%,50.7%,0.0%,5.6%,3.1%,12.3%,11.2%
"부산,울산,경남",152,152,29.2%,38.0%,3.5%,10.1%,4.6%,5.1%,9.5%
"강원,제주",44,44,34.9%,37.7%,3.8%,8.8%,3.4%,2.3%,9.1%
