"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
광산구,270,270,66.50%,6.10%,2.60%,1.60%,0.70%,2.20%,13.00%,7.30%
남구,149,149,58.20%,10.80%,2.10%,3.50%,0.00%,3.20%,13.20%,8.90%
동구,74,74,57.20%,11.90%,4.70%,4.10%,0.00%,3.80%,13.00%,5.30%
북구,301,301,59.70%,6.70%,3.30%,4.50%,1.70%,3.60%,12.40%,8.20%
서구,206,206,64.00%,9.00%,5.00%,2.40%,0.00%,1.10%,11.50%,7.10%
