"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
대전,374,375,32.40%,41.90%,3.60%,9.00%,0.80%,6.50%,5.90%
세종,90,87,35.80%,40.50%,3.40%,10.10%,0.00%,4.60%,5.70%
충남,542,544,30.00%,41.80%,3.90%,7.80%,1.60%,7.60%,7.40%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
