"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
부산광역시,437,440,35.20%,51.10%,1.50%,6.20%,2.80%,1.90%,1.10%
울산광역시,124,141,34.00%,57.00%,0.90%,6.70%,0.90%,0.50%,0.00%
경상남도,440,420,31.40%,52.00%,1.80%,7.50%,2.40%,3.80%,1.20%
전체,1001,1001,33.40%,52.30%,1.60%,6.80%,2.40%,2.50%,1.00%
