"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
"나주,화순,담양,장성,영광,함평",193,197,70.5%,8.2%,2.1%,6.0%,1.2%,5.0%,7.1%
"곡성,구례,광양,순천,여수,고흥,보성",474,471,68.5%,8.3%,4.1%,7.3%,3.0%,3.4%,5.4%
"목포,영암,강진,완도,해남,진도,신안,무안,장흥",340,339,65.7%,7.6%,2.7%,7.6%,1.2%,9.6%,5.6%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
