"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,185,189,35.4%,29.7%,4.8%,11.4%,0.5%,2.8%,10.2%,5.2%
"경기,인천",314,315,44.4%,23.0%,2.7%,10.6%,1.0%,2.9%,9.5%,6.0%
"대전,세종,충남북",108,107,38.7%,22.8%,4.6%,8.4%,0.0%,0.9%,20.5%,4.0%
"광주,전남북",99,98,62.2%,7.8%,3.1%,10.8%,1.0%,0.0%,8.7%,6.4%
"대구,경북",97,98,25.3%,38.0%,4.3%,13.7%,0.0%,1.2%,11.7%,5.9%
"부산,울산,경남",153,150,28.4%,31.1%,1.2%,10.8%,0.7%,5.2%,15.9%,6.7%
"강원,제주",45,44,34.3%,37.3%,0.0%,5.3%,0.0%,1.7%,14.4%,7.0%
