"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,205,190,41.2%,39.0%,5.7%,3.2%,0.9%,3.5%,5.9%,0.5%
"경기,인천",323,315,42.3%,36.9%,5.4%,4.2%,0.9%,2.1%,6.8%,1.2%
"대전,세종,충남북",108,108,41.1%,34.8%,4.2%,11.0%,1.7%,3.8%,2.7%,0.8%
"광주,전남북",88,99,57.5%,18.1%,1.7%,1.8%,0.0%,4.4%,14.0%,2.5%
"대구,경북",95,99,28.9%,49.6%,1.0%,8.7%,1.0%,0.9%,7.9%,1.9%
"부산,울산,경남",145,152,30.9%,40.8%,4.9%,1.9%,3.4%,8.8%,5.1%,4.1%
"강원,제주",44,45,39.7%,45.4%,0.0%,4.4%,1.8%,2.0%,3.3%,3.3%
