"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,193,189,27.5%,41.8%,3.9%,8.0%,2.2%,13.5%,3.1%,
"경기,인천",320,316,31.8%,32.9%,2.5%,12.0%,0.3%,18.1%,2.4%,
"대전,세종,충남북",110,106,36.0%,32.7%,1.9%,13.6%,1.7%,9.3%,4.8%,
"광주,전남북",97,98,58.6%,12.1%,2.8%,4.1%,2.6%,15.7%,4.1%,
"대구,경북",95,98,11.2%,54.6%,1.0%,13.8%,2.2%,13.8%,3.5%,
"부산,울산,경남",145,150,27.1%,42.3%,5.6%,8.2%,1.6%,12.3%,2.8%,
"강원,제주",41,44,38.6%,33.6%,2.3%,6.4%,0.0%,12.3%,6.8%,
