"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,190,189,42.6%,45.2%,2.1%,3.8%,2.1%,1.6%,2.6%
"경기,인천",317,316,42.0%,41.6%,2.1%,9.0%,3.2%,2.2%,0.0%
"대전,세종,충남북",108,106,44.7%,39.4%,1.9%,6.7%,2.8%,1.9%,2.7%
"광주,전남북",101,98,64.9%,21.0%,3.3%,5.7%,0.0%,4.1%,1.0%
"대구,경북",93,98,18.9%,63.0%,1.0%,5.1%,2.3%,8.5%,1.1%
"부산,울산,경남",151,151,39.5%,51.4%,2.7%,2.6%,1.3%,1.9%,0.7%
"강원,제주",42,44,40.9%,43.9%,2.3%,7.6%,5.3%,0.0%,0.0%
