"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
대구광역시,455,474,17.40%,61.20%,2.20%,9.80%,2.20%,5.90%,1.30%
경상북도,546,527,19.00%,66.70%,1.30%,5.90%,1.90%,3.90%,1.30%
전체,1001,1001,18.30%,64.10%,1.70%,7.80%,2.00%,4.80%,1.30%
