"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
"동구,서구,중구,영도구,부산진구",217,215,37.80%,39.50%,2.70%,9.40%,2.50%,2.60%,5.50%
"동래구,연제구,수영구,남구",283,273,29.30%,39.40%,2.70%,9.70%,2.90%,5.30%,10.80%
"강서구,사상구,사하구,북구",270,281,31.60%,41.30%,2.10%,8.00%,1.00%,4.10%,11.70%
"해운대구,금정구,기장군",235,236,25.20%,44.70%,4.10%,10.70%,2.30%,3.80%,9.30%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
