"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,210,211,23.8%,18.6%,8.1%,25.8%,0.0%,3.8%,11.9%,8.1%
"경기,인천",335,335,30.6%,12.2%,4.5%,20.5%,0.7%,3.0%,19.0%,9.4%
"대전,세종,충남북",105,104,35.7%,19.2%,7.8%,12.7%,0.0%,1.4%,17.6%,5.6%
"광주,전남북",87,87,39.4%,12.2%,6.6%,10.2%,0.0%,3.4%,21.2%,7.0%
"대구,경북",84,86,20.4%,25.3%,2.2%,24.9%,0.0%,1.3%,18.1%,7.9%
"부산,울산,경남",141,139,19.7%,16.7%,3.8%,21.6%,0.0%,4.1%,23.7%,10.4%
"강원,제주",38,38,21.5%,17.8%,4.7%,13.2%,0.0%,14.0%,23.1%,5.7%
