"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,281,285,34.1%,35.2%,1.8%,13.5%,1.8%,10.4%,3.2%,
"경기,인천",473,478,37.6%,35.1%,3.6%,11.9%,1.9%,8.3%,1.5%,
"대전,세종,충남북",169,159,35.4%,35.1%,1.6%,12.5%,3.0%,10.1%,2.4%,
"광주,전남북",147,149,61.0%,12.2%,6.6%,11.9%,2.2%,4.0%,2.1%,
"대구,경북",147,148,22.7%,51.0%,2.1%,12.3%,1.8%,8.3%,1.8%,
"부산,울산,경남",230,230,32.4%,38.2%,2.5%,13.7%,1.3%,10.0%,1.9%,
"강원,제주",68,66,31.8%,37.1%,1.5%,15.2%,0.0%,12.9%,1.5%,
