"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,228,190,33.2%,26.6%,4.5%,13.9%,3.6%,12.4%,5.7%
"경기,인천",306,315,35.8%,28.3%,7.4%,8.5%,2.1%,12.8%,5.1%
"대전,세종,충남북",101,108,30.2%,35.5%,5.9%,5.4%,1.8%,12.5%,8.8%
"광주,전남북",99,99,60.2%,9.7%,3.0%,5.3%,2.1%,12.1%,7.6%
"대구,경북",86,98,15.6%,43.2%,0.0%,15.1%,1.7%,21.1%,3.2%
"부산,울산,경남",148,151,31.0%,26.0%,2.2%,7.3%,5.7%,23.4%,4.4%
"강원,제주",37,44,32.7%,43.7%,1.8%,1.8%,1.8%,10.6%,7.6%
