"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
광산구,271,270,56.5%,12.2%,1.5%,11.6%,3.4%,10.3%,4.6%
남구,154,149,61.0%,10.9%,4.5%,8.6%,2.6%,7.8%,4.6%
동구,74,74,51.9%,12.5%,5.4%,10.8%,1.4%,8.1%,9.9%
북구,296,301,65.6%,8.3%,4.9%,10.9%,1.3%,5.6%,3.3%
서구,205,206,67.1%,9.3%,3.5%,6.9%,2.6%,7.2%,3.3%
