"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,200,188,39%,44%,2%,10%,1%,2%,1%,1%
"경기,인천",330,316,40%,47%,5%,7%,0%,1%,0%,1%
"대전,세종,충남북",99,107,37%,46%,4%,8%,1%,1%,2%,1%
"광주,전남북",94,97,56%,33%,2%,6%,1%,1%,0%,1%
"대구,경북",99,98,30%,65%,0%,5%,0%,0%,0%,0%
"부산,울산,경남",138,150,37%,52%,4%,4%,1%,2%,1%,0%
"강원,제주",40,44,30%,64%,0%,7%,0%,0%,0%,0%
