"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,208,189,34.00%,53.90%,4.10%,2.30%,1.90%,2.40%,1.50%
"경기,인천",312,314,40.20%,45.30%,3.20%,3.40%,2.30%,4.90%,0.70%
"대전,세종,충남북",102,107,38.30%,47.80%,4.20%,1.10%,4.50%,3.30%,0.90%
"광주,전남북",93,98,61.60%,22.30%,3.30%,1.90%,5.10%,3.60%,2.10%
"대구,경북",105,98,25.40%,60.30%,2.00%,3.90%,2.30%,5.20%,0.90%
"부산,울산,경남",144,150,30.20%,51.70%,2.10%,2.90%,5.30%,6.80%,0.90%
"강원,제주",38,44,30.00%,57.80%,3.80%,0.00%,5.80%,2.60%,0.00%
