"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,197,189,34.0%,41.8%,5.7%,11.7%,3.6%,2.6%,0.6%
"경기,인천",304,315,42.6%,36.6%,2.5%,9.6%,3.2%,4.9%,0.5%
"강원,제주",51,43,31.3%,49.4%,3.0%,3.0%,8.4%,3.7%,1.2%
"대전,세종,충남북",106,106,34.3%,45.2%,4.0%,11.2%,5.3%,0.0%,0.0%
"부산,울산,경남",149,151,33.9%,39.1%,2.8%,14.8%,2.4%,6.0%,0.9%
"대구,경북",99,98,31.7%,47.4%,1.2%,13.7%,2.5%,2.5%,1.1%
"광주,전남북",94,98,72.0%,13.9%,2.4%,7.0%,3.8%,0.8%,0.0%
