"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,208,190,35.5%,42.8%,3.3%,9.1%,1.7%,2.0%,4.7%,0.8%
"경기,인천",323,315,40.0%,37.6%,1.4%,12.9%,1.4%,1.8%,4.4%,0.7%
"대전,세종,충남북",99,106,34.4%,51.8%,2.2%,7.0%,0.0%,1.0%,3.4%,0.0%
"광주,전남북",90,98,54.0%,31.7%,0.0%,6.6%,0.0%,1.8%,5.9%,0.0%
"대구,경북",93,98,26.5%,55.9%,1.1%,8.3%,1.1%,5.7%,1.5%,0.0%
"부산,울산,경남",142,150,32.8%,41.1%,5.8%,12.7%,1.1%,2.7%,3.0%,0.8%
"강원,제주",46,44,30.0%,53.4%,0.0%,7.4%,1.5%,1.6%,2.3%,3.8%
