"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
전주시,504,504,63.7%,5.8%,5.4%,4.7%,0.8%,1.4%,14.8%,3.4%
군산시,205,204,66.4%,11.0%,1.9%,5.1%,0.9%,1.7%,10.8%,2.3%
익산시,218,219,62.5%,11.2%,5.0%,2.7%,0.4%,0.9%,13.2%,4.1%
"고창군,김제시,부안군,정읍시",238,238,65.2%,7.0%,3.4%,5.6%,0.0%,0.9%,11.7%,6.2%
"남원시,무주군,순창군,완주군,임실군,장수군,진안군",235,235,69.9%,8.9%,0.4%,5.8%,0.4%,1.5%,9.6%,3.5%
,,,,,,,,,,
