"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,190,189,36.20%,45.40%,2.00%,5.70%,2.00%,8.60%,0.00%
"경기,인천",320,314,35.80%,44.20%,3.10%,3.80%,1.60%,10.00%,1.50%
"대전,세종,충남북",108,107,38.30%,44.90%,4.80%,2.70%,0.90%,7.50%,0.90%
"강원,제주",49,43,46.40%,19.60%,2.20%,1.10%,13.70%,17.10%,0.00%
"부산,울산,경남",152,151,30.90%,52.30%,1.30%,2.00%,2.70%,10.10%,0.70%
"대구,경북",106,98,31.10%,48.10%,1.10%,2.80%,2.00%,13.80%,1.00%
"광주,전남북",106,98,67.10%,16.60%,6.20%,1.70%,4.40%,4.10%,0.00%
