"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,201,189,39.9%,46.4%,3.0%,6.7%,2.9%,1.1%,0.0%
"경기,인천",337,317,46.6%,40.8%,0.9%,9.9%,0.6%,0.9%,0.3%
"대전,세종,충남북",96,108,44.1%,45.7%,2.3%,7.1%,0.8%,0.0%,0.0%
"광주,전남북",90,98,72.3%,18.7%,1.3%,2.0%,1.2%,2.2%,2.3%
"대구,경북",92,98,32.0%,58.5%,2.0%,6.4%,0.0%,1.1%,0.0%
"부산,울산,경남",140,152,34.4%,55.9%,1.4%,5.3%,1.9%,0.6%,0.6%
"강원,제주",50,44,33.6%,43.7%,6.8%,9.5%,1.7%,4.7%,0.0%
