"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,400,380,36.0%,45.4%,2.0%,9.7%,2.6%,3.8%,0.4%
"경기,인천",632,630,34.7%,48.1%,2.9%,9.4%,2.0%,1.8%,1.1%
"대전,세종,충남북",203,212,33.8%,49.7%,3.4%,9.6%,1.5%,1.5%,0.5%
"광주,전남북",199,196,55.8%,26.2%,4.2%,9.9%,0.9%,2.4%,0.7%
"대구,경북",193,196,26.5%,57.0%,3.0%,8.3%,1.4%,2.8%,1.1%
"부산,울산,경남",279,301,33.3%,49.3%,1.7%,10.3%,1.8%,2.0%,1.6%
"강원,제주",94,85,25.8%,59.4%,3.2%,8.1%,3.5%,0.0%,0.0%
