"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,255,189,33.70%,48.80%,4.20%,6.30%,0.30%,1.20%,4.70%,0.80%
"경기,인천",329,315,39.60%,42.60%,3.30%,4.10%,1.10%,1.20%,6.00%,2.10%
"대전,세종,충남북,강원",123,136,32.60%,49.90%,2.60%,3.80%,0.00%,3.00%,5.90%,2.20%
"광주,전남북,제주",113,111,66.00%,26.00%,0.60%,3.00%,1.00%,1.00%,2.40%,0.00%
"대구,경북",101,98,26.00%,57.90%,5.60%,2.70%,0.80%,0.70%,5.40%,0.80%
"부산,울산,경남",109,151,30.10%,50.70%,4.10%,2.80%,1.00%,0.00%,9.40%,1.90%
