"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,194,189,32.8%,34.6%,4.6%,6.7%,1.6%,0.5%,11.4%,7.8%
"경기,인천",327,315,41.0%,25.5%,4.9%,7.0%,1.2%,2.4%,12.1%,5.8%
"대전,세종,충남북",106,106,35.7%,32.6%,3.9%,11.5%,0.0%,0.0%,11.4%,4.9%
"광주,전남북",96,98,57.6%,7.3%,6.4%,5.1%,2.0%,2.0%,16.6%,3.1%
"대구,경북",91,98,24.0%,38.2%,4.7%,5.7%,0.0%,4.5%,16.2%,6.6%
"부산,울산,경남",145,150,31.7%,36.8%,1.7%,6.0%,0.7%,2.9%,13.7%,6.6%
"강원,제주",41,44,40.2%,29.2%,0.0%,6.8%,0.0%,0.0%,17.0%,6.8%
