"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,191,189,25.2%,39.6%,5.6%,15.8%,2.7%,7.6%,3.6%
"경기,인천",318,316,38.6%,34.9%,3.9%,12.8%,1.8%,5.2%,2.9%
강원,31,30,53.9%,25.0%,5.6%,6.5%,0.0%,2.9%,6.3%
"대전,세종,충남북",104,106,34.4%,37.4%,2.6%,13.3%,2.8%,7.6%,1.9%
"광주,전남북",100,98,62.7%,10.3%,2.8%,11.6%,3.0%,5.1%,4.5%
"대구,경북",98,98,17.1%,51.2%,1.4%,17.0%,0.0%,9.9%,3.5%
"부산,울산,경남",147,151,30.4%,40.9%,5.0%,13.9%,3.7%,3.6%,2.5%
제주,12,13,23.7%,57.7%,0.0%,0.0%,9.6%,0.0%,8.9%
