"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
동구,75,76,61.6%,18.7%,3.9%,11.8%,3.9%,0.0%,0.0%
서구,195,206,61.7%,17.1%,6.1%,7.6%,0.5%,3.8%,3.2%
남구,151,148,56.7%,17.0%,2.6%,12.8%,0.6%,7.5%,2.8%
북구,313,301,65.9%,18.5%,3.1%,7.4%,1.5%,2.2%,1.4%
광산구,266,269,61.7%,13.3%,4.9%,10.9%,2.9%,4.1%,2.3%
