"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,189,189,29.6%,37.4%,3.2%,10.0%,0.5%,10.2%,9.1%
"경기,인천",319,315,39.3%,28.5%,2.1%,6.3%,1.5%,11.3%,10.9%
"대전,세종,충남북",107,107,24.2%,39.4%,1.8%,18.3%,3.6%,7.3%,5.5%
"부산,울산,경남",150,151,19.4%,34.4%,3.2%,10.4%,5.9%,15.1%,11.6%
"대구,경북",94,98,24.5%,49.0%,2.2%,7.4%,1.1%,8.5%,7.4%
"광주,전남북",101,98,57.8%,9.0%,3.6%,9.0%,3.1%,12.8%,4.8%
"강원,제주",42,44,34.0%,33.6%,0.0%,10.6%,0.0%,5.3%,16.5%
