"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,783,570,33.30%,47.60%,3.80%,4.70%,2.00%,6.50%,2.10%
"경기,인천",900,942,39.60%,41.60%,3.50%,3.40%,1.90%,7.10%,2.80%
"대전,세종,충남북",307,318,36.70%,45.60%,2.30%,4.00%,2.60%,6.80%,2.10%
강원,92,90,28.80%,53.90%,2.50%,3.50%,5.50%,4.90%,0.90%
"부산,울산,경남",366,456,32.60%,49.00%,2.30%,3.10%,3.80%,5.60%,3.50%
"대구,경북",270,294,22.60%,59.70%,1.90%,5.90%,1.20%,8.10%,0.70%
"광주,전남북",289,294,64.90%,16.80%,5.40%,2.60%,2.70%,4.80%,2.80%
제주,47,36,37.60%,41.10%,1.80%,2.60%,3.40%,13.60%,0.00%
