"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,199,194,35.7%,40.6%,4.7%,9.4%,3.7%,4.9%,1.0%
"경기,인천",317,320,45.6%,32.4%,5.7%,7.1%,3.1%,5.7%,0.4%
"강원,제주",44,43,44.6%,37.4%,0.0%,14.9%,1.6%,0.0%,1.6%
"대전,세종,충남북",112,109,50.7%,34.8%,0.8%,5.3%,1.9%,6.4%,0.0%
"부산,울산,경남",157,154,39.6%,37.0%,1.7%,10.5%,2.9%,6.5%,1.9%
"대구,경북",106,101,32.8%,41.7%,2.9%,3.9%,2.3%,15.9%,0.5%
"광주,전남북",86,100,67.0%,12.5%,0.9%,7.5%,6.3%,4.1%,1.7%
