"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,199,190,40.0%,40.0%,4.0%,9.0%,1.0%,3.0%,3.0%,1.0%
"경기,인천",330,314,43.0%,38.0%,3.0%,9.0%,0.0%,2.0%,4.0%,1.0%
"대전,세종,충남북",89,106,51.0%,35.0%,0.0%,5.0%,0.0%,4.0%,6.0%,0.0%
"광주,전남북",99,98,66.0%,20.0%,5.0%,4.0%,0.0%,3.0%,1.0%,0.0%
"대구,경북",104,98,34.0%,49.0%,2.0%,9.0%,0.0%,2.0%,4.0%,1.0%
"부산,울산,경남",134,150,28.0%,47.0%,3.0%,10.0%,1.0%,3.0%,8.0%,0.0%
"강원,제주",45,44,44.0%,44.0%,6.0%,4.0%,0.0%,0.0%,3.0%,0.0%
