"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,417,378,38.2%,31.4%,8.0%,9.2%,0.9%,10.0%,2.4%,
"경기,인천",646,635,38.2%,30.1%,4.2%,9.7%,1.5%,13.8%,2.5%,
"대전,세종,충남북",199,214,37.7%,33.5%,4.7%,11.6%,1.2%,10.0%,1.4%,
"광주,전남북",199,196,65.6%,7.7%,3.8%,5.8%,1.4%,14.7%,0.9%,
"대구,경북",188,198,23.1%,44.2%,3.4%,13.2%,1.9%,12.3%,2.0%,
"부산,울산,경남",286,305,31.2%,36.4%,8.4%,9.4%,2.2%,10.7%,1.7%,
"강원,제주",79,88,39.9%,28.7%,2.3%,8.8%,3.4%,13.8%,3.2%,
