"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서귀포시,276,277,35.20%,35.90%,3.20%,12.90%,1.10%,7.90%,3.70%
제주시,725,724,39.20%,30.70%,4.20%,12.00%,1.60%,9.10%,3.20%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
