"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,215,190,28.80%,50.60%,3.10%,5.00%,1.80%,2.10%,5.50%,3.40%
"경기,인천",296,315,30.60%,47.30%,3.90%,1.80%,2.40%,2.40%,8.50%,3.00%
"대전,세종,충남북",97,106,23.80%,51.00%,7.10%,5.80%,0.00%,4.10%,5.10%,3.00%
"광주,전남북",105,97,54.60%,18.40%,3.90%,4.00%,3.00%,1.60%,9.90%,4.40%
"대구,경북",119,98,27.50%,54.10%,4.10%,3.30%,0.00%,2.90%,5.50%,2.70%
"부산,울산,경남",149,150,29.80%,52.40%,3.10%,3.70%,1.50%,1.60%,7.30%,0.60%
"강원,제주",57,44,34.60%,50.70%,0.00%,6.00%,0.00%,1.10%,4.20%,3.40%
