"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,221,189,36.5%,33.7%,5.7%,7.3%,1.8%,3.4%,9.9%,1.8%
"경기,인천",309,315,41.0%,33.8%,1.3%,7.8%,2.0%,4.1%,7.7%,2.2%
"대전,세종,충남북",106,106,33.6%,34.0%,7.5%,11.1%,2.0%,3.4%,8.5%,0.0%
"광주,전남북",98,98,57.1%,18.5%,5.7%,3.2%,1.5%,1.5%,11.1%,1.4%
"대구,경북",87,98,15.8%,51.4%,2.3%,7.9%,0.0%,9.0%,11.5%,2.1%
"부산,울산,경남",130,150,34.4%,45.5%,2.6%,6.0%,0.6%,4.8%,5.6%,0.6%
"강원,제주",49,44,42.8%,33.7%,1.8%,5.5%,1.8%,6.8%,5.8%,1.8%
