"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,188,189,36.00%,34.60%,4.80%,7.80%,1.10%,2.20%,13.50%,
"경기,인천",319,317,36.90%,32.90%,1.80%,11.00%,3.00%,1.20%,13.20%,
"대전,세종,충남북",107,107,28.00%,37.20%,4.00%,7.40%,4.00%,4.10%,15.30%,
"광주,전남북",100,99,64.70%,17.70%,2.10%,5.30%,0.00%,0.80%,9.40%,
"대구,경북",101,99,14.50%,47.70%,7.40%,8.50%,0.00%,4.80%,17.10%,
"부산,울산,경남",148,153,26.40%,51.00%,1.80%,8.70%,1.30%,1.90%,8.90%,
"강원,제주",44,43,41.30%,36.50%,0.00%,2.30%,1.90%,6.60%,11.30%,
