"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
제주시,749,737,38.90%,37.60%,6.10%,5.40%,1.90%,7.30%,2.80%
서귀포시,271,283,35.40%,43.10%,3.90%,6.90%,3.10%,5.40%,2.20%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
