"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,189,190,32.8%,41.5%,3.8%,10.6%,1.6%,5.4%,4.4%
"경기,인천",316,318,36.5%,40.3%,4.6%,8.9%,1.3%,6.8%,1.7%
강원,31,30,55.8%,39.1%,0.0%,2.3%,2.8%,0.0%,0.0%
"대전,세종,충남북",107,107,35.8%,39.8%,1.7%,16.9%,0.0%,4.7%,1.1%
"광주,전남북",98,99,71.5%,13.7%,5.2%,4.8%,0.8%,1.9%,2.1%
"대구,경북",99,98,16.2%,61.5%,1.8%,7.7%,3.0%,5.9%,3.9%
"부산,울산,경남",153,152,29.7%,42.1%,5.5%,13.1%,3.0%,2.3%,4.2%
제주,14,13,47.9%,33.4%,0.0%,12.3%,0.0%,6.5%,0.0%
