"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름
서울,204,189,28.7%,47.2%,5.8%,11.2%,0.4%,6.2%,0.5%
"경기,인천",324,314,36.0%,41.6%,3.6%,11.7%,2.8%,2.8%,1.6%
"대전,세종,충남북",103,107,28.7%,50.7%,2.1%,6.7%,4.1%,5.3%,2.4%
"광주,전남북",91,98,58.0%,18.4%,3.0%,12.5%,4.5%,3.6%,0.0%
"대구,경북",91,98,24.9%,60.4%,0.0%,10.1%,1.3%,1.1%,2.3%
"부산,울산,경남",147,150,25.1%,53.8%,0.8%,16.9%,1.4%,2.0%,0.0%
"강원,제주",40,44,47.9%,37.4%,2.5%,9.8%,0.0%,0.0%,2.5%
,,,,,,,,,
