"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",김동연,기타,없음,모름
서울,207,191,37.8%,44.2%,3.2%,7.6%,1.7%,0.9%,3.7%,1.0%
"경기,인천",314,319,41.2%,43.8%,3.5%,7.6%,0.0%,2.8%,0.8%,0.3%
"대전,세종,충남북",98,108,43.3%,37.7%,3.0%,7.5%,0.0%,2.2%,3.7%,2.8%
"광주,전남북",99,99,54.7%,28.5%,5.0%,6.1%,0.0%,3.0%,0.8%,1.9%
"대구,경북",99,98,24.3%,58.6%,0.0%,8.3%,0.0%,3.4%,3.1%,2.4%
"부산,울산,경남",145,152,29.9%,51.0%,1.9%,12.4%,0.0%,1.2%,2.9%,0.6%
"강원,제주",49,44,31.9%,53.2%,1.4%,8.1%,0.0%,1.4%,2.0%,1.8%
