"			","			조사완료",가중치적용,"	이재명","	윤석열","	심상정","	안철수",기타,없음,모름,
서울,264,275,39.00%,33.60%,3.00%,19.50%,1.30%,2.80%,0.80%,
"경기,인천",442,458,42.00%,35.40%,2.20%,16.30%,1.10%,1.70%,1.30%,
"대전,세종,충남북",147,154,36.80%,44.50%,2.30%,13.00%,1.30%,0.90%,1.30%,
"광주,전남북",168,143,69.20%,17.20%,2.60%,7.90%,1.70%,1.50%,0.00%,
"대구,경북",144,140,22.70%,51.40%,1.80%,16.00%,2.60%,3.40%,2.10%,
"부산,울산,경남",211,220,41.40%,40.20%,2.20%,12.00%,1.50%,0.80%,1.90%,
"강원,제주",76,62,44.50%,32.60%,3.30%,13.70%,1.90%,2.00%,1.90%,
